date,texto,ville,cents,vente,price,link,pagenr,lastseen,chambres,annee,chauss,m2,terrasse,garage,cave,jardin,etage,ground,indexscore,chambre
Thu May 06 14:09:12 2021,"
Appartement à vendre à LUXEMBOURG-BEGGEN
1HD1D
",TRUE,FALSE,TRUE,1 175 000,https://www.immotop.lu/properties/used/apartment/2489665,261,,3,1995,0,124. C,0,1,0,0,2,0,0.45,3
Thu May 06 14:05:17 2021,"
Bureau à vendre à LUXEMBOURG-BELAIR
1HCZY
",TRUE,FALSE,TRUE,936 799,https://www.immotop.lu/properties/used/commercial-property/office/2489614,12,,NA,-1,0,NA,0,0,0,0,-1,0,0.4000000000000001,-1
Thu May 06 14:05:22 2021,"
Commerce à vendre à LUXEMBOURG-BONNEVOIE
1HD17
",TRUE,FALSE,TRUE,470 000,https://www.immotop.lu/properties/used/commercial-property/commerce/2489659,18,,NA,-1,0,NA,0,0,0,0,-1,0,0.4000000000000001,-1
Thu May 06 14:06:15 2021,"
Appartement à vendre à LUXEMBOURG-NEUDORF
1FBGT
",TRUE,FALSE,TRUE,720 000,https://www.immotop.lu/properties/used/apartment/2394317,76,,2,1974,0,75. Ch,0,0,0,0,3,0,0.4000000000000001,2
Thu May 06 14:08:12 2021,"
Maison à rénover à vendre à LUXEMBOURG-HAMM
1HEDG
",TRUE,FALSE,TRUE,990 000,https://www.immotop.lu/properties/used/house/house-to-renovate/2491396,200,,NA,-1,0,350. D,0,0,0,0,-1,0,0.4000000000000001,-1
Thu May 06 14:08:12 2021,"
Appartement à vendre à LUXEMBOURG-BONNEVOIE
1HEC7
",TRUE,FALSE,TRUE,710 000,https://www.immotop.lu/properties/used/apartment/2491351,200,,1,1977,0,57. Ch,0,0,0,0,4,0,0.4000000000000001,1
Thu May 06 14:08:20 2021,"
Appartement à vendre à LUXEMBOURG-MERL
1HE9D
",TRUE,FALSE,TRUE,927 000,https://www.immotop.lu/properties/used/apartment/2491249,208,,2,-1,0,88.31.,0,0,0,0,3,0,0.4000000000000001,2
Thu May 06 14:09:36 2021,"
Appartement à vendre à LUXEMBOURG-HOLLERICH
1HCBG
",TRUE,FALSE,TRUE,970 000,https://www.immotop.lu/properties/used/apartment/2488732,286,,2,-1,0,90. Ch,0,0,0,0,1,0,0.4000000000000001,2
Thu May 06 14:08:13 2021,"
Duplex à vendre à LUXEMBOURG-NEUDORF
1HCCD
",TRUE,FALSE,TRUE,1 095 000,https://www.immotop.lu/properties/used/apartment/duplex/2488765,201,,3,1985,0,132. C,0,0,0,0,2,0,0.39999999999999997,3
Thu May 06 14:09:17 2021,"
Duplex à vendre à LUXEMBOURG-CENTRE
1HCKG
",TRUE,FALSE,TRUE,1 035 000,https://www.immotop.lu/properties/used/apartment/duplex/2489056,266,,3,-1,0,125. C,0,0,0,0,2,0,0.39999999999999997,3
Thu May 06 14:09:23 2021,"
Appartement à vendre à LUXEMBOURG-CENTS
1HCIA
",TRUE,TRUE,TRUE,1 154 725,https://www.immotop.lu/properties/used/apartment/2488978,273,,NA,-1,0,104.97,0,0,0,0,-1,0,0.39999999999999997,-1
Thu May 06 14:09:24 2021,"
Appartement à vendre à LUXEMBOURG-CENTS
1HCHV
",TRUE,TRUE,TRUE,1 154 725,https://www.immotop.lu/properties/used/apartment/2488963,274,,NA,-1,0,105. -,0,0,0,0,-1,0,0.39999999999999997,-1
Thu May 06 14:05:14 2021,"
Duplex à vendre à LUXEMBOURG-HAMM
1HE61
",TRUE,FALSE,TRUE,950 000,https://www.immotop.lu/properties/used/apartment/duplex/2491129,8,,2,2006,0,105. C,0,1,0,0,-1,0,0.3500000000000001,2
Thu May 06 14:08:36 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HE4M
",TRUE,FALSE,TRUE,825 000,https://www.immotop.lu/properties/used/apartment/2491078,222,,1,2018,0,86. Ch,0,0,0,0,1,0,0.30000000000000004,1
Thu May 06 14:08:19 2021,"
Résidence à vendre à LUXEMBOURG-KIRCHBERG
1HEAP
",TRUE,FALSE,TRUE,de 778 140  à 806 987,https://www.immotop.lu/properties/new/residence/2491297,207,,NA,-1,1,NA,0,0,0,0,-1,0,0.3,-1
Thu May 06 14:08:22 2021,"
Maison à vendre à LUXEMBOURG-CESSANGE
1HE84
",TRUE,FALSE,TRUE,2 540 000,https://www.immotop.lu/properties/new/house/2491204,211,,5,-1,1,250. C,0,0,0,0,-1,0,0.3,5
Thu May 06 14:08:25 2021,"
Maison à vendre à LUXEMBOURG-CESSANGE
1HE67
",TRUE,FALSE,TRUE,2 644 000,https://www.immotop.lu/properties/new/house/2491135,214,,5,-1,1,248. C,0,0,0,0,-1,0,0.3,5
Thu May 06 14:09:23 2021,"
Appartement à vendre à LUXEMBOURG-BONNEVOIE
1HCIM
",TRUE,FALSE,TRUE,908 868.63,https://www.immotop.lu/properties/new/apartment/2488990,273,,2,-1,0,86.15.,0,1,0,0,4,0,0.25000000000000006,2
Thu May 06 14:09:25 2021,"
Appartement à vendre à LUXEMBOURG-MERL
1HCGG
",TRUE,FALSE,TRUE,1 498 000,https://www.immotop.lu/properties/used/apartment/2488912,275,,2,-1,0,95.1. ,0,1,0,0,3,0,0.25000000000000006,2
Thu May 06 14:09:37 2021,"
Triplex à vendre à LUXEMBOURG-ROLLINGERGRUND
1HCAS
",TRUE,FALSE,TRUE,1 510 000,https://www.immotop.lu/properties/new/apartment/triplex/2488708,287,,4,2015,1,163.71,0,1,0,0,-1,0,0.25000000000000006,4
Thu May 06 14:05:12 2021,"
Résidence à vendre à LUXEMBOURG-BELAIR
1HCMA
",TRUE,FALSE,TRUE,de 863 096  à 1 765 971,https://www.immotop.lu/properties/new/residence/2489122,5,,NA,-1,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Thu May 06 14:05:17 2021,"
Appartement à vendre à LUXEMBOURG-BELAIR
1HCZJ
",TRUE,FALSE,TRUE,1 446 628,https://www.immotop.lu/properties/new/apartment/2489599,12,,2,-1,0,113. C,0,0,0,0,2,0,0.20000000000000007,2
Thu May 06 14:08:39 2021,"
Appartement à vendre à LUXEMBOURG-BELAIR
1HCSS
",TRUE,FALSE,TRUE,1 528 625,https://www.immotop.lu/properties/new/apartment/2489356,226,,2,-1,0,113. C,0,0,0,0,1,0,0.20000000000000007,2
Thu May 06 14:08:39 2021,"
Appartement à vendre à LUXEMBOURG-BELAIR
1HCMG
",TRUE,FALSE,TRUE,1 335 361,https://www.immotop.lu/properties/new/apartment/2489128,226,,2,-1,0,122. C,0,0,0,0,1,0,0.20000000000000007,2
Thu May 06 14:08:39 2021,"
Duplex à vendre à LUXEMBOURG-BELAIR
1HCMD
",TRUE,FALSE,TRUE,1 393 153,https://www.immotop.lu/properties/new/apartment/duplex/2489125,226,,2,-1,0,113. C,0,0,0,0,2,0,0.20000000000000007,2
Thu May 06 14:09:15 2021,"
Bureau à vendre à LUXEMBOURG-CENTRE
1HD07
",TRUE,FALSE,TRUE,2 485 000,https://www.immotop.lu/properties/used/commercial-property/office/2489623,263,,NA,1884,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Thu May 06 14:09:26 2021,"
Maison de maître à vendre à LUXEMBOURG-CENTRE
1HCEY
",TRUE,FALSE,TRUE,2 750 000,https://www.immotop.lu/properties/used/house/house-of-master/2488858,276,,5,1905,0,300. C,0,0,0,0,-1,0,0.20000000000000007,5
Thu May 06 14:09:26 2021,"
Local commercial à vendre à LUXEMBOURG-GARE
1HCEJ
",TRUE,FALSE,TRUE,1 050 000,https://www.immotop.lu/properties/used/commercial-property/2488843,276,,NA,1985,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Thu May 06 14:09:24 2021,"
Maison à vendre à LUXEMBOURG-EICH
1HCH1
",TRUE,FALSE,TRUE,3 850 000,https://www.immotop.lu/properties/new/house/2488933,274,,6,2021,1,323. C,0,0,0,0,4,0,0.2,6
Thu May 06 14:09:17 2021,"
Appartement à vendre à LUXEMBOURG-KIRCHBERG
1HCK7
",TRUE,FALSE,TRUE,1 169 000,https://www.immotop.lu/properties/used/apartment/2489047,266,,2,2019,0,74. Ch,0,1,0,0,-1,0,0.15000000000000008,2
Thu May 06 14:23:12 2021,"
Appartement à vendre à LUXEMBOURG-BONNEVOIE
1EG9W
",TRUE,FALSE,TRUE,908 868.63,https://www.immotop.lu/properties/new/apartment/2353892,1246,,2,2021,0,86.15.,0,1,0,0,4,0,0.15000000000000008,2
Thu May 06 14:06:19 2021,"
Duplex à vendre à LUXEMBOURG-GASPERICH
1HCI1
",TRUE,FALSE,TRUE,1 089 000,https://www.immotop.lu/properties/used/apartment/duplex/2488969,83,,2,2008,0,72. Ch,0,0,0,0,2,0,0.10000000000000003,2
