date,texto,ville,cents,vente,price,link,pagenr,lastseen,chambres,annee,chauss,m2,terrasse,garage,cave,jardin,etage,ground,indexscore,chambre
Fri May 14 10:12:49 2021,"
Parking à vendre à LUXEMBOURG-GARE
1HMTJ
",TRUE,FALSE,TRUE,87 000,https://www.immotop.lu/properties/used/garage/parking/2502343,8,,NA,-1,1,NA,0,1,0,0,-1,0,0.55,-1
Fri May 14 10:17:07 2021,"
Duplex à vendre à LUXEMBOURG-BONNEVOIE
1HMUD
",TRUE,FALSE,TRUE,980 000,https://www.immotop.lu/properties/used/apartment/duplex/2502373,234,,3,2000,0,105. C,0,1,0,0,3,0,0.55,3
Fri May 14 10:19:40 2021,"
Appartement à vendre à LUXEMBOURG-CESSANGE
1HK54
",TRUE,FALSE,TRUE,850 000,https://www.immotop.lu/properties/used/apartment/2498872,361,,1,-1,1,NA,0,1,0,0,-1,0,0.55,1
Fri May 14 10:13:02 2021,"
Appartement à vendre à LUXEMBOURG-BONNEVOIE
1HLRP
",TRUE,FALSE,TRUE,850 000,https://www.immotop.lu/properties/used/apartment/2500981,20,,2,1976,0,77. Ch,0,1,0,0,1,0,0.45000000000000007,2
Fri May 14 10:18:01 2021,"
Emplacement intérieur à vendre à LUXEMBOURG-GARE
1HMAJ
",TRUE,FALSE,TRUE,45 000,https://www.immotop.lu/properties/used/garage/covered-parking/2501659,281,,NA,1974,0,NA,0,1,0,0,-1,0,0.45000000000000007,-1
Fri May 14 10:18:26 2021,"
Appartement à vendre à LUXEMBOURG-CENTRE
1HLU4
",TRUE,FALSE,TRUE,695 000,https://www.immotop.lu/properties/used/apartment/2501068,303,,2,-1,0,72. Ch,0,1,0,0,3,0,0.45000000000000007,2
Fri May 14 10:17:32 2021,"
Studio à vendre à LUXEMBOURG-GASPERICH
1HMSM
",TRUE,FALSE,TRUE,547 525,https://www.immotop.lu/properties/new/apartment/flat/2502310,255,,NA,-1,0,33.62.,0,0,0,0,3,0,0.4000000000000001,-1
Fri May 14 10:17:32 2021,"
Studio à vendre à LUXEMBOURG-GASPERICH
1HMSG
",TRUE,FALSE,TRUE,547 525,https://www.immotop.lu/properties/new/apartment/flat/2502304,255,,NA,-1,0,33.62.,0,0,0,0,1,0,0.4000000000000001,-1
Fri May 14 10:17:32 2021,"
Studio à vendre à LUXEMBOURG-GASPERICH
1HMSD
",TRUE,FALSE,TRUE,470 642,https://www.immotop.lu/properties/new/apartment/flat/2502301,255,,NA,-1,0,34.08.,0,0,0,0,3,0,0.4000000000000001,-1
Fri May 14 10:17:32 2021,"
Studio à vendre à LUXEMBOURG-GASPERICH
1HMSA
",TRUE,FALSE,TRUE,470 642,https://www.immotop.lu/properties/new/apartment/flat/2502298,255,,NA,-1,0,34.08.,0,0,0,0,1,0,0.4000000000000001,-1
