date,texto,ville,cents,vente,price,link,pagenr,lastseen,chambres,annee,chauss,m2,terrasse,garage,cave,jardin,etage,ground,indexscore,chambre
Mon May 03 14:44:30 2021,"
Appartement à vendre à LUXEMBOURG-MERL
1H9PM
",TRUE,FALSE,TRUE,960 000,https://www.immotop.lu/properties/used/apartment/2485354,195,,2,1970,0,80. Ch,0,1,0,0,2,0,0.45000000000000007,2
Mon May 03 14:44:42 2021,"
Appartement à vendre à LUXEMBOURG-EICH
1H9KJ
",TRUE,FALSE,TRUE,720 000,https://www.immotop.lu/properties/used/apartment/2485171,204,,2,-1,0,72. Ch,0,1,0,0,2,0,0.45000000000000007,2
Mon May 03 14:44:47 2021,"
Appartement à vendre à LUXEMBOURG-MERL
1H9G7
",TRUE,FALSE,TRUE,980 000,https://www.immotop.lu/properties/used/apartment/2485015,210,,2,2013,1,77. Ch,0,1,0,0,-1,0,0.45000000000000007,2
Mon May 03 14:42:02 2021,"
Studio à vendre à LUXEMBOURG-GARE
1H7B7
",TRUE,FALSE,TRUE,456 000,https://www.immotop.lu/properties/used/apartment/flat/2482243,24,,NA,-1,0,25. Ét,0,0,0,0,3,0,0.4000000000000001,-1
Mon May 03 14:44:25 2021,"
Appartement à vendre à LUXEMBOURG-WEIMERSKIRCH
1H95Y
",TRUE,FALSE,TRUE,695 000,https://www.immotop.lu/properties/used/apartment/2484646,190,,1,1950,0,65. Ch,0,0,0,0,1,0,0.4000000000000001,1
Mon May 03 14:44:34 2021,"
Appartement à vendre à LUXEMBOURG-GARE
1H9LS
",TRUE,FALSE,TRUE,498 000,https://www.immotop.lu/properties/used/apartment/2485216,199,,1,-1,0,40. Ch,0,0,0,0,3,0,0.4000000000000001,1
Mon May 03 15:08:36 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
1BWXM
",TRUE,FALSE,TRUE,725 620,https://www.immotop.lu/properties/new/apartment/2235514,1950,,NA,-1,0,38.79.,0,0,0,0,6,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182LH
",TRUE,FALSE,TRUE,654 080,https://www.immotop.lu/properties/new/apartment/2056229,2225,,NA,-1,0,35.53.,0,0,0,0,5,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182LE
",TRUE,FALSE,TRUE,623 420,https://www.immotop.lu/properties/new/apartment/2056226,2225,,NA,-1,0,33.87.,0,0,0,0,5,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182L5
",TRUE,FALSE,TRUE,694 960,https://www.immotop.lu/properties/new/apartment/2056217,2225,,NA,-1,0,38.1. ,0,0,0,0,5,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182KQ
",TRUE,FALSE,TRUE,684 740,https://www.immotop.lu/properties/new/apartment/2056202,2225,,NA,-1,0,38.79.,0,0,0,0,4,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182DN
",TRUE,FALSE,TRUE,623 420,https://www.immotop.lu/properties/new/apartment/2055947,2225,,NA,-1,0,35.1. ,0,0,0,0,4,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182DK
",TRUE,FALSE,TRUE,633 640,https://www.immotop.lu/properties/new/apartment/2055944,2225,,NA,-1,0,35.53.,0,0,0,0,4,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182DH
",TRUE,FALSE,TRUE,602 980,https://www.immotop.lu/properties/new/apartment/2055941,2226,,NA,-1,0,33.87.,0,0,0,0,4,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182CT
",TRUE,FALSE,TRUE,664 300,https://www.immotop.lu/properties/new/apartment/2055917,2226,,NA,-1,0,38.79.,0,0,0,0,3,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182CK
",TRUE,FALSE,TRUE,587 650,https://www.immotop.lu/properties/new/apartment/2055908,2226,,NA,-1,0,33.87.,0,0,0,0,3,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182C5
",TRUE,FALSE,TRUE,643 860,https://www.immotop.lu/properties/new/apartment/2055893,2226,,NA,-1,0,38.79.,0,0,0,0,2,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182C2
",TRUE,FALSE,TRUE,587 650,https://www.immotop.lu/properties/new/apartment/2055890,2226,,NA,-1,0,35.1. ,0,0,0,0,2,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182BT
",TRUE,FALSE,TRUE,592 760,https://www.immotop.lu/properties/new/apartment/2055881,2226,,NA,-1,0,35.53.,0,0,0,0,2,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182B8
",TRUE,FALSE,TRUE,602 980,https://www.immotop.lu/properties/new/apartment/2055860,2226,,NA,-1,0,41.33.,0,0,0,0,1,0,0.4000000000000001,-1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182B2
",TRUE,FALSE,TRUE,556 990,https://www.immotop.lu/properties/new/apartment/2055854,2226,,NA,-1,0,38.14.,0,0,0,0,1,0,0.4000000000000001,-1
Mon May 03 15:12:16 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182AE
",TRUE,FALSE,TRUE,669 410,https://www.immotop.lu/properties/new/apartment/2055830,2227,,NA,-1,0,35.1. ,0,0,0,0,6,0,0.4000000000000001,-1
Mon May 03 15:12:16 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182A5
",TRUE,FALSE,TRUE,674 520,https://www.immotop.lu/properties/new/apartment/2055821,2227,,NA,-1,0,35.53.,0,0,0,0,6,0,0.4000000000000001,-1
Mon May 03 15:12:16 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182A2
",TRUE,FALSE,TRUE,654 080,https://www.immotop.lu/properties/new/apartment/2055818,2227,,NA,-1,0,33.87.,0,0,0,0,6,0,0.4000000000000001,-1
Mon May 03 15:12:16 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
1829Q
",TRUE,FALSE,TRUE,705 180,https://www.immotop.lu/properties/new/apartment/2055806,2227,,NA,-1,0,38.79.,0,0,0,0,5,0,0.4000000000000001,-1
Mon May 03 15:12:16 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
1829K
",TRUE,FALSE,TRUE,648 970,https://www.immotop.lu/properties/new/apartment/2055800,2227,,NA,-1,0,35.1. ,0,0,0,0,5,0,0.4000000000000001,-1
Mon May 03 15:10:52 2021,"
Appartement à vendre à LUXEMBOURG-KIRCHBERG
UP7M
",TRUE,FALSE,TRUE,916 228,https://www.immotop.lu/properties/new/apartment/1432354,2115,,2,2018,1,77.48.,0,0,0,0,-1,0,0.4,2
Mon May 03 14:41:58 2021,"
Appartement à vendre à LUXEMBOURG-KIRCHBERG
1H9AG
",TRUE,FALSE,TRUE,820 000,https://www.immotop.lu/properties/used/apartment/2484808,17,,1,2008,0,58. Ch,0,1,0,0,3,0,0.3500000000000001,1
Mon May 03 14:45:59 2021,"
Appartement à vendre à LUXEMBOURG-GARE
1H8N7
",TRUE,FALSE,TRUE,920 000,https://www.immotop.lu/properties/used/apartment/2483971,285,,2,2011,0,95. Ch,0,1,0,0,5,0,0.3500000000000001,2
Mon May 03 14:46:35 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1H7HV
",TRUE,FALSE,TRUE,1 225 000,https://www.immotop.lu/properties/used/apartment/2482483,337,,2,-1,1,90. Ch,0,1,0,0,2,0,0.35000000000000003,2
Mon May 03 15:10:52 2021,"
Appartement à vendre à LUXEMBOURG-KIRCHBERG
U4ZM
",TRUE,FALSE,TRUE,959 280,https://www.immotop.lu/properties/new/apartment/1406146,2115,,2,2018,0,87.22.,0,0,0,0,1,0,0.30000000000000004,2
Mon May 03 14:44:29 2021,"
Maison à vendre à LUXEMBOURG-CESSANGE
1H9PP
",TRUE,FALSE,TRUE,2 540 000,https://www.immotop.lu/properties/new/house/2485357,194,,5,-1,1,290. C,0,0,0,0,2,0,0.3,5
Mon May 03 14:45:08 2021,"
Résidence à vendre à LUXEMBOURG-KIRCHBERG
1H7CP
",TRUE,FALSE,TRUE,de 778 140  à 806 987,https://www.immotop.lu/properties/new/residence/2482297,236,,NA,-1,1,NA,0,0,0,0,-1,0,0.3,-1
Mon May 03 15:10:52 2021,"
Appartement à vendre à LUXEMBOURG-KIRCHBERG
U51H
",TRUE,FALSE,TRUE,1 575 292,https://www.immotop.lu/properties/new/apartment/1406213,2115,,3,2018,0,130.59,0,0,0,0,8,0,0.3,3
Mon May 03 15:10:52 2021,"
Appartement à vendre à LUXEMBOURG-KIRCHBERG
U51E
",TRUE,FALSE,TRUE,1 515 792,https://www.immotop.lu/properties/new/apartment/1406210,2115,,3,2018,0,130.59,0,0,0,0,7,0,0.3,3
Mon May 03 14:46:42 2021,"
Triplex à vendre à LUXEMBOURG-ROLLINGERGRUND
1H7GJ
",TRUE,FALSE,TRUE,1 510 000,https://www.immotop.lu/properties/new/apartment/triplex/2482435,342,,4,2015,1,163.71,0,1,0,0,-1,0,0.25000000000000006,4
Mon May 03 14:43:18 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
1H7D7
",TRUE,FALSE,TRUE,1 450 000,https://www.immotop.lu/properties/new/apartment/2482315,112,,2,-1,0,79. Ch,0,0,0,0,1,0,0.20000000000000007,2
Mon May 03 14:46:00 2021,"
Immeuble de rapport à vendre à LUXEMBOURG-GARE
1H8LY
",TRUE,FALSE,TRUE,1 500 000,https://www.immotop.lu/properties/used/building-of-flats/2483926,286,,NA,-1,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Mon May 03 15:08:37 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
1BWXV
",TRUE,FALSE,TRUE,3 150 750,https://www.immotop.lu/properties/new/apartment/2235523,1951,,2,-1,0,156.65,0,0,0,0,7,0,0.20000000000000007,2
Mon May 03 15:08:40 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
1BWXP
",TRUE,FALSE,TRUE,1 616 650,https://www.immotop.lu/properties/new/apartment/2235517,1955,,2,-1,0,74.76.,0,0,0,0,6,0,0.20000000000000007,2
Mon May 03 15:10:52 2021,"
Résidence à vendre à LUXEMBOURG-KIRCHBERG
WV29
",TRUE,FALSE,TRUE,de 916 228  à 1 575 292,https://www.immotop.lu/properties/new/residence/1533249,2115,,NA,-1,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Mon May 03 15:11:54 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
197EV
",TRUE,FALSE,TRUE,1 501 550,https://www.immotop.lu/properties/new/apartment/2109127,2199,,2,-1,0,94.91.,0,0,0,0,4,0,0.20000000000000007,2
Mon May 03 15:11:54 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
197ED
",TRUE,FALSE,TRUE,1 469 000,https://www.immotop.lu/properties/new/apartment/2109109,2199,,2,-1,0,94.91.,0,0,0,0,3,0,0.20000000000000007,2
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182KZ
",TRUE,FALSE,TRUE,1 197 750,https://www.immotop.lu/properties/new/apartment/2056211,2225,,1,-1,0,79.43.,0,0,0,0,4,0,0.20000000000000007,1
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182CE
",TRUE,FALSE,TRUE,1 403 900,https://www.immotop.lu/properties/new/apartment/2055902,2226,,2,-1,0,94.91.,0,0,0,0,2,0,0.20000000000000007,2
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182BH
",TRUE,FALSE,TRUE,1 344 225,https://www.immotop.lu/properties/new/apartment/2055869,2226,,2,-1,0,94.91.,0,0,0,0,1,0,0.20000000000000007,2
Mon May 03 15:12:15 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
182AK
",TRUE,FALSE,TRUE,1 469 000,https://www.immotop.lu/properties/new/apartment/2055836,2226,,1,-1,0,71.97.,0,0,0,0,6,0,0.20000000000000007,1
Mon May 03 15:12:16 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
18295
",TRUE,FALSE,TRUE,1 338 800,https://www.immotop.lu/properties/new/apartment/2055785,2227,,1,-1,0,76.69.,0,0,0,0,5,0,0.20000000000000007,1
Mon May 03 15:12:17 2021,"
Résidence à vendre à LUXEMBOURG-LIMPERTSBERG
17ZEH
",TRUE,FALSE,TRUE,de 556 990  à 3 150 750,https://www.immotop.lu/properties/new/residence/2052089,2229,,NA,-1,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Mon May 03 14:43:18 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1H7AJ
",TRUE,FALSE,TRUE,1 050 000,https://www.immotop.lu/properties/used/apartment/2482219,112,,2,2016,0,84. Ch,0,1,0,0,2,0,0.15000000000000008,2
Mon May 03 14:46:26 2021,"
Appartement à vendre à LUXEMBOURG-KIRCHBERG
1H7RS
",TRUE,FALSE,TRUE,1 199 000,https://www.immotop.lu/properties/used/apartment/2482840,324,,2,2019,0,74. Ch,0,1,0,0,-1,0,0.15000000000000008,2
